code,product,pcmaker,price,campaign,cpu,gpu,memory,image,afur,campaign1url
000-04-106,GALLERIA RM5C-G60S 杏仁ミル コラボモデル,GALLERIA,144980,,core-i5-13400F,GTX1660SUPER,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwa8c0a0d9/img/large/pc/2022/sk_s_a_410.png?sw=200,https://www.dospara.co.jp/TC30/MC12262.html,
000-04-107,GALLERIA XA7R-R36 7700搭載,GALLERIA,229980,,ryzen-7-7700,RTX3060,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12100.html,
000-04-108,GALLERIA XA9R-R48 7900搭載,GALLERIA,429980,,ryzen-9-7900,RTX4080,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12089.html,
000-04-109,GALLERIA XA7C-R36T DETONATOR コラボモデル,GALLERIA,209980,,core-i7-13700F,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw44e20460/img/large/pc/2022/skm_dtn_new_410.png?sw=200,https://www.dospara.co.jp/TC30/MC12244.html,
000-04-110,GALLERIA XA9R-79XT 7900搭載,GALLERIA,384980,,ryzen-9-7900,7900XT,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12094.html,
000-04-111,GALLERIA RM5C-G60S ニグ コラボモデル,GALLERIA,144980,,core-i5-13400F,GTX1660SUPER,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12253.html,
000-04-112,GALLERIA XA7C-R36T SCARZ コラボモデル,GALLERIA,209980,,core-i7-13700F,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwbe841792/img/large/pc/2022/scarz_skm_410.png?sw=200,https://www.dospara.co.jp/TC30/MC12242.html,
000-04-113,GALLERIA XA5R-R37 7600搭載,GALLERIA,239980,,ryzen-5-7600,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12101.html,
000-04-114,GALLERIA UA9C-79XTX,GALLERIA,514980,,core-i9-13900KF,RX7900XTX2,32,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw5723fef6/img/large/pc/2022/sk_p_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12083.html,
000-04-115,GALLERIA XA7C-R36T Zelarl ゼラール コラボモデル,GALLERIA,209980,,core-i7-13700F,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwbd81ec1b/img/large/pc/2022/sk_s_zelarl_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12264.html,
000-04-116,GALLERIA XA5R-R36T 7600搭載,GALLERIA,224980,,ryzen-5-7600,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12102.html,
000-04-117,GALLERIA ZA5R-R36T 7600X搭載,GALLERIA,269980,,ryzen-5-7600X,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11658.html,
000-04-118,GALLERIA UA9C-79XT,GALLERIA,494980,,core-i9-13900KF,RX7900XT,32,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw5723fef6/img/large/pc/2022/sk_p_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12086.html,
000-04-119,GALLERIA ZA9R-R38 7900X搭載,GALLERIA,379980,,ryzen-9-7900X,RTX3080,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11650.html,
000-04-120,GALLERIA ZA5R-R37 7600X搭載,GALLERIA,289980,,ryzen-5-7600X,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC11657.html,
000-04-121,GALLERIA RM5C-G60S まさのりch コラボモデル,GALLERIA,144980,,core-i5-13400F,GTX1660SUPER,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwe39137bf/img/large/pc/2022/sk_masanorich_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12247.htmll,
000-04-122,GALLERIA XA7C-A770 第13世代Core搭載,GALLERIA,219980,,core-i7-13700F,ArcA770,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12304.html,
000-04-123,GALLERIA UA9R-R37 7950X搭載,GALLERIA,429980,,ryzen-9-7950X,RTX3070,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw5723fef6/img/large/pc/2022/sk_p_800.png?sw=200,https://www.dospara.co.jp/TC30/MC11639.html,
000-04-124,GALLERIA XA7C-R36T VART コラボモデル,GALLERIA,209980,,core-i7-13700F,RTX3060Ti,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12266.html,
000-04-125,GALLERIA UA9R-79XT 7950X搭載,GALLERIA,549980,,ryzen-9-7950X,RX7900XT,32,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw5723fef6/img/large/pc/2022/sk_p_800.png?sw=200,https://www.dospara.co.jp/TC30/MC12088.html,
000-04-126,GALLERIA XA7R-R48 7700搭載,GALLERIA,405980,,ryzen-7-7700,RTX4080,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12095.html,
000-04-127,GALLERIA XA7C-A750 第13世代Core搭載,GALLERIA,209980,,core-i7-13700F,ArcA750,16,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dwb53969da/img/large/pc/2022/skm_s_800.png?sw=400,https://www.dospara.co.jp/TC30/MC12305.html,
000-04-128,GALLERIA UA9R-R38 7950X搭載,GALLERIA,499980,,ryzen-9-7950X,RTX3080,32,https://www.dospara.co.jp/dw/image/v2/BGKW_PRD/on/demandware.static/-/Sites-dospara-catalog-ms/default/dw5723fef6/img/large/pc/2022/sk_p_800.png?sw=200,https://www.dospara.co.jp/TC30/MC11638.html,
